run_id,best_epoch,best_val_f1,val_val_loss,val_val_acc,val_val_prec,val_val_rec,val_val_f1,val_val_auc,test_loss,test_acc,test_prec,test_rec,test_f1,test_auc
1,46,0.8414023372287145,0.4736550752155734,0.8896631823461092,0.8689655172413793,0.8155339805825242,0.8414023372287145,0.947627925519441,0.5580441947602893,0.8816705336426914,0.8606271777003485,0.7993527508090615,0.8288590604026845,0.936211426932823
2,47,0.8296795952782462,0.5010790406757669,0.8826945412311266,0.8661971830985915,0.7961165048543689,0.8296795952782462,0.9474403170582992,0.5950020568276779,0.8909512761020881,0.8966789667896679,0.7864077669902912,0.8379310344827586,0.933177080590132
3,34,0.8465266558966075,0.4495434743048284,0.8896631823461092,0.8451612903225807,0.8478964401294499,0.8465266558966075,0.9406688241639698,0.7633272159127238,0.8735498839907193,0.9347826086956522,0.6957928802588996,0.7977736549165121,0.9319686089994558
4,50,0.8349514563106796,0.5331411663525057,0.8815331010452961,0.8349514563106796,0.8349514563106796,0.8349514563106796,0.9443037380985884,0.6152729522047906,0.8793503480278422,0.8727272727272727,0.7766990291262136,0.821917808219178,0.934824464380812
5,46,0.8440065681444991,0.463799254473355,0.8896631823461092,0.8566666666666667,0.8317152103559871,0.8440065681444991,0.950330659912762,0.6247819864003121,0.8874709976798144,0.9140625,0.7572815533980582,0.8283185840707965,0.9417153859208671
