run_id,test_acc,test_prec,test_rec,test_f1,test_auc
1,0.56312625250501,0.18433179723502305,0.49382716049382713,0.2684563758389262,0.5361214484021501
2,0.56312625250501,0.18433179723502305,0.49382716049382713,0.2684563758389262,0.5361214484021501
3,0.56312625250501,0.18433179723502305,0.49382716049382713,0.2684563758389262,0.5361214484021501
4,0.56312625250501,0.18433179723502305,0.49382716049382713,0.2684563758389262,0.5361214484021501
5,0.56312625250501,0.18433179723502305,0.49382716049382713,0.2684563758389262,0.5361214484021501
