run_id,best_epoch,best_val_f1,test_loss,test_acc,test_prec,test_rec,test_f1,test_auc,device_used
1,36,0.75,0.33104223012924194,0.8697394789579158,0.5597014925373134,0.9259259259259259,0.6976744186046512,0.9490519227361333,cpu
2,11,0.36982968369829683,0.655464231967926,0.45691382765531063,0.20679012345679013,0.8271604938271605,0.3308641975308642,0.7007501919782622,cpu
3,31,0.6728110599078341,0.4547233283519745,0.8256513026052105,0.4797297297297297,0.8765432098765432,0.6200873362445415,0.9235335814283183,cpu
4,2,0.35294117647058826,0.7120173573493958,0.3527054108216433,0.1913265306122449,0.9259259259259259,0.3171247357293869,0.6658396833835429,cpu
5,21,0.40615384615384614,0.7424811720848083,0.44488977955911824,0.20303030303030303,0.8271604938271605,0.3260340632603406,0.6972650481422412,cpu
