run_id,best_epoch,best_val_f1,test_loss,test_acc,test_prec,test_rec,test_f1,test_auc
1,5,0.41975308641975306,0.7031019926071167,0.43286573146292584,0.11742424242424243,0.38271604938271603,0.17971014492753623,0.49946836788942056
2,18,0.49295774647887325,0.666747510433197,0.7615230460921844,0.3137254901960784,0.3950617283950617,0.34972677595628415,0.7071150097465887
3,15,0.33003300330033003,0.6969799399375916,0.8276553106212425,0.0,0.0,0.0,0.4871226888770749
4,6,0.3212669683257919,0.6482606530189514,0.8376753507014028,0.0,0.0,0.0,0.6728985764073483
5,7,0.29770992366412213,0.6731771230697632,0.8176352705410822,0.2727272727272727,0.07407407407407407,0.11650485436893204,0.489839919664481
