run_id,best_epoch,best_val_f1,val_val_loss,val_val_acc,val_val_prec,val_val_rec,val_val_f1,val_val_auc,test_loss,test_acc,test_prec,test_rec,test_f1,test_auc
1,50,0.9308176100628931,0.24854173918939987,0.9481132075471698,0.9487179487179487,0.9135802469135802,0.9308176100628931,0.9827537461125246,0.22974781223705837,0.9571428571428572,0.9863013698630136,0.9,0.9411764705882353,0.9865384615384616
2,43,0.9125,0.2802741381357301,0.9339622641509434,0.9240506329113924,0.9012345679012346,0.9125,0.9752144001507869,0.2726021641776675,0.8857142857142857,0.7857142857142857,0.9625,0.8651685393258427,0.9803846153846154
3,42,0.9125,0.26234659046496983,0.9339622641509434,0.9240506329113924,0.9012345679012346,0.9125,0.9807746677975686,0.21400952197256543,0.9428571428571428,1.0,0.85,0.918918918918919,0.9864423076923077
4,47,0.9316770186335404,0.2682395538069167,0.9481132075471698,0.9375,0.9259259259259259,0.9316770186335404,0.9795495240787861,0.316686140923273,0.8380952380952381,0.7053571428571429,0.9875,0.8229166666666666,0.9875
5,35,0.9125,0.30442089629623126,0.9339622641509434,0.9240506329113924,0.9012345679012346,0.9125,0.974554707379135,0.24038049635433015,0.9285714285714286,0.891566265060241,0.925,0.9079754601226994,0.9846153846153847
